Проверка количества текущих сущностей.
Я создал 5 новых Item и это можно увидеть по вызову данной команды


D:\projects\job4j_tracker>jmap -histo 1440
 num     #instances         #bytes  class name (module)
1037:             1             16  java.util.stream.Collectors$$Lambda$50/0x0000000800c70778 (java.base@16.0.2)
1038:             1             16  java.util.stream.Collectors$$Lambda$6/0x800000012 (java.base@16.0.2)
1039:             1             16  java.util.stream.Collectors$$Lambda$69/0x0000000800c2af18 (java.base@16.0.2)
1040:             1             16  java.util.stream.Collectors$$Lambda$7/0x800000017 (java.base@16.0.2)
1041:             1             16  java.util.stream.Collectors$$Lambda$71/0x0000000800c2b360 (java.base@16.0.2)
1042:             1             16  java.util.stream.Collectors$$Lambda$78/0x0000000800c368d8 (java.base@16.0.2)
1043:             1             16  java.util.stream.Collectors$$Lambda$79/0x0000000800c36af0 (java.base@16.0.2)
1044:             1             16  java.util.stream.Collectors$$Lambda$8/0x800000018 (java.base@16.0.2)
1045:             1             16  java.util.stream.Collectors$$Lambda$80/0x0000000800c36d18 (java.base@16.0.2)
1046:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$59/0x80000005f (java.base@16.0.2)
1047:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$60/0x800000060 (java.base@16.0.2)
1048:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$61/0x800000061 (java.base@16.0.2)
1049:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$62/0x800000062 (java.base@16.0.2)
1050:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x80000001b (java.base@16.0.2)
1051:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x80000001c (java.base@16.0.2)
1052:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x80000001d (java.base@16.0.2)
1053:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$14/0x80000001e (java.base@16.0.2)
1054:             1             16  java.util.stream.Nodes$EmptyNode$OfDouble (java.base@16.0.2)
1055:             1             16  java.util.stream.Nodes$EmptyNode$OfInt (java.base@16.0.2)
1056:             1             16  java.util.stream.Nodes$EmptyNode$OfLong (java.base@16.0.2)
1057:             1             16  java.util.stream.Nodes$EmptyNode$OfRef (java.base@16.0.2)
1058:             1             16  java.util.zip.ZipFile$1 (java.base@16.0.2)
1059:             1             16  javax.management.JMX (java.management@16.0.2)
1060:             1             16  javax.management.MBeanServerBuilder (java.management@16.0.2)
1061:             1             16  javax.management.NotificationBroadcasterSupport$1 (java.management@16.0.2)
1062:             1             16  javax.management.remote.JMXConnectorServerFactory$$Lambda$87/0x0000000800c3c408 (java.management@16.0.2)
1063:             1             16  javax.management.remote.rmi.RMIConnectionImpl_Stub (java.management.rmi@16.0.2)
1064:             1             16  javax.management.remote.rmi.RMIServerImpl_Stub (java.management.rmi@16.0.2)
1065:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@16.0.2)
1066:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@16.0.2)
1067:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@16.0.2)
1068:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@16.0.2)
1069:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@16.0.2)
1070:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@16.0.2)
1071:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@16.0.2)
1072:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@16.0.2)
1073:             1             16  jdk.internal.misc.Unsafe (java.base@16.0.2)
1074:             1             16  jdk.internal.module.DefaultRoots$$Lambda$1/0x800000002 (java.base@16.0.2)
1075:             1             16  jdk.internal.module.DefaultRoots$$Lambda$16/0x800000020 (java.base@16.0.2)
1076:             1             16  jdk.internal.module.DefaultRoots$$Lambda$2/0x800000004 (java.base@16.0.2)
1077:             1             16  jdk.internal.module.DefaultRoots$$Lambda$4/0x800000007 (java.base@16.0.2)
1078:             1             16  jdk.internal.module.ModulePatcher (java.base@16.0.2)
1079:             1             16  jdk.internal.module.ModuleTarget (java.base@16.0.2)
1080:             1             16  jdk.internal.perf.Perf (java.base@16.0.2)
1081:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor1 (java.base@16.0.2)
1082:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor2 (java.base@16.0.2)
1083:             1             16  jdk.internal.reflect.GeneratedMethodAccessor1 (java.base@16.0.2)
1084:             1             16  jdk.internal.reflect.GeneratedMethodAccessor10 (java.base@16.0.2)
1085:             1             16  jdk.internal.reflect.GeneratedMethodAccessor11 (java.base@16.0.2)
1086:             1             16  jdk.internal.reflect.GeneratedMethodAccessor12 (java.base@16.0.2)
1087:             1             16  jdk.internal.reflect.GeneratedMethodAccessor13 (java.base@16.0.2)
1088:             1             16  jdk.internal.reflect.GeneratedMethodAccessor14 (java.base@16.0.2)
1089:             1             16  jdk.internal.reflect.GeneratedMethodAccessor15 (java.base@16.0.2)
1090:             1             16  jdk.internal.reflect.GeneratedMethodAccessor16 (java.base@16.0.2)
1091:             1             16  jdk.internal.reflect.GeneratedMethodAccessor17 (java.base@16.0.2)
1092:             1             16  jdk.internal.reflect.GeneratedMethodAccessor18 (java.base@16.0.2)
1093:             1             16  jdk.internal.reflect.GeneratedMethodAccessor19 (java.base@16.0.2)
1094:             1             16  jdk.internal.reflect.GeneratedMethodAccessor2 (java.base@16.0.2)
1095:             1             16  jdk.internal.reflect.GeneratedMethodAccessor20 (java.base@16.0.2)
1096:             1             16  jdk.internal.reflect.GeneratedMethodAccessor21 (java.base@16.0.2)
1097:             1             16  jdk.internal.reflect.GeneratedMethodAccessor22 (java.base@16.0.2)
1098:             1             16  jdk.internal.reflect.GeneratedMethodAccessor23 (java.base@16.0.2)
1099:             1             16  jdk.internal.reflect.GeneratedMethodAccessor24 (java.base@16.0.2)
1100:             1             16  jdk.internal.reflect.GeneratedMethodAccessor25 (java.base@16.0.2)
1101:             1             16  jdk.internal.reflect.GeneratedMethodAccessor26 (java.base@16.0.2)
1102:             1             16  jdk.internal.reflect.GeneratedMethodAccessor27 (java.base@16.0.2)
1103:             1             16  jdk.internal.reflect.GeneratedMethodAccessor28 (java.base@16.0.2)
1104:             1             16  jdk.internal.reflect.GeneratedMethodAccessor29 (java.base@16.0.2)
1105:             1             16  jdk.internal.reflect.GeneratedMethodAccessor3 (java.base@16.0.2)
1106:             1             16  jdk.internal.reflect.GeneratedMethodAccessor30 (java.base@16.0.2)
1107:             1             16  jdk.internal.reflect.GeneratedMethodAccessor31 (java.base@16.0.2)
1108:             1             16  jdk.internal.reflect.GeneratedMethodAccessor32 (java.base@16.0.2)
1109:             1             16  jdk.internal.reflect.GeneratedMethodAccessor33 (java.base@16.0.2)
1110:             1             16  jdk.internal.reflect.GeneratedMethodAccessor34 (java.base@16.0.2)
1111:             1             16  jdk.internal.reflect.GeneratedMethodAccessor35 (java.base@16.0.2)
1112:             1             16  jdk.internal.reflect.GeneratedMethodAccessor36 (java.base@16.0.2)
1113:             1             16  jdk.internal.reflect.GeneratedMethodAccessor37 (java.base@16.0.2)
1114:             1             16  jdk.internal.reflect.GeneratedMethodAccessor38 (java.base@16.0.2)
1115:             1             16  jdk.internal.reflect.GeneratedMethodAccessor39 (java.base@16.0.2)
1116:             1             16  jdk.internal.reflect.GeneratedMethodAccessor4 (java.base@16.0.2)
1117:             1             16  jdk.internal.reflect.GeneratedMethodAccessor40 (java.base@16.0.2)
1118:             1             16  jdk.internal.reflect.GeneratedMethodAccessor41 (java.base@16.0.2)
1119:             1             16  jdk.internal.reflect.GeneratedMethodAccessor42 (java.base@16.0.2)
1120:             1             16  jdk.internal.reflect.GeneratedMethodAccessor43 (java.base@16.0.2)
1121:             1             16  jdk.internal.reflect.GeneratedMethodAccessor44 (java.base@16.0.2)
1122:             1             16  jdk.internal.reflect.GeneratedMethodAccessor45 (java.base@16.0.2)
1123:             1             16  jdk.internal.reflect.GeneratedMethodAccessor46 (java.base@16.0.2)
1124:             1             16  jdk.internal.reflect.GeneratedMethodAccessor47 (java.base@16.0.2)
1125:             1             16  jdk.internal.reflect.GeneratedMethodAccessor48 (java.base@16.0.2)
1126:             1             16  jdk.internal.reflect.GeneratedMethodAccessor49 (java.base@16.0.2)
1127:             1             16  jdk.internal.reflect.GeneratedMethodAccessor5
1128:             1             16  jdk.internal.reflect.GeneratedMethodAccessor50 (java.base@16.0.2)
1129:             1             16  jdk.internal.reflect.GeneratedMethodAccessor51 (java.base@16.0.2)
1130:             1             16  jdk.internal.reflect.GeneratedMethodAccessor52 (java.base@16.0.2)
1131:             1             16  jdk.internal.reflect.GeneratedMethodAccessor53 (java.base@16.0.2)
1132:             1             16  jdk.internal.reflect.GeneratedMethodAccessor54 (java.base@16.0.2)
1133:             1             16  jdk.internal.reflect.GeneratedMethodAccessor55 (java.base@16.0.2)
1134:             1             16  jdk.internal.reflect.GeneratedMethodAccessor56 (java.base@16.0.2)
1135:             1             16  jdk.internal.reflect.GeneratedMethodAccessor57 (java.base@16.0.2)
1136:             1             16  jdk.internal.reflect.GeneratedMethodAccessor58 (java.base@16.0.2)
1137:             1             16  jdk.internal.reflect.GeneratedMethodAccessor59 (java.base@16.0.2)
1138:             1             16  jdk.internal.reflect.GeneratedMethodAccessor6 (java.base@16.0.2)
1139:             1             16  jdk.internal.reflect.GeneratedMethodAccessor60 (java.base@16.0.2)
1140:             1             16  jdk.internal.reflect.GeneratedMethodAccessor61 (java.base@16.0.2)
1141:             1             16  jdk.internal.reflect.GeneratedMethodAccessor62 (java.base@16.0.2)
1142:             1             16  jdk.internal.reflect.GeneratedMethodAccessor63 (java.base@16.0.2)
1143:             1             16  jdk.internal.reflect.GeneratedMethodAccessor64 (java.base@16.0.2)
1144:             1             16  jdk.internal.reflect.GeneratedMethodAccessor65 (java.base@16.0.2)
1145:             1             16  jdk.internal.reflect.GeneratedMethodAccessor66 (java.base@16.0.2)
1146:             1             16  jdk.internal.reflect.GeneratedMethodAccessor67 (java.base@16.0.2)
1147:             1             16  jdk.internal.reflect.GeneratedMethodAccessor68 (java.base@16.0.2)
1148:             1             16  jdk.internal.reflect.GeneratedMethodAccessor69 (java.base@16.0.2)
1149:             1             16  jdk.internal.reflect.GeneratedMethodAccessor7 (java.base@16.0.2)
1150:             1             16  jdk.internal.reflect.GeneratedMethodAccessor70 (java.base@16.0.2)
1151:             1             16  jdk.internal.reflect.GeneratedMethodAccessor71 (java.base@16.0.2)
1152:             1             16  jdk.internal.reflect.GeneratedMethodAccessor72 (java.base@16.0.2)
1153:             1             16  jdk.internal.reflect.GeneratedMethodAccessor73 (java.base@16.0.2)
1154:             1             16  jdk.internal.reflect.GeneratedMethodAccessor74 (java.base@16.0.2)
1155:             1             16  jdk.internal.reflect.GeneratedMethodAccessor75 (java.base@16.0.2)
1156:             1             16  jdk.internal.reflect.GeneratedMethodAccessor76 (java.base@16.0.2)
1157:             1             16  jdk.internal.reflect.GeneratedMethodAccessor77 (java.base@16.0.2)
1158:             1             16  jdk.internal.reflect.GeneratedMethodAccessor8 (java.base@16.0.2)
1159:             1             16  jdk.internal.reflect.GeneratedMethodAccessor9 (java.base@16.0.2)
1160:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor1 (java.base@16.0.2)
1161:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor10 (java.base@16.0.2)
1162:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor11 (java.base@16.0.2)
1163:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor12 (java.base@16.0.2)
1164:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor13 (java.base@16.0.2)
1165:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor14 (java.base@16.0.2)
1166:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor15 (java.base@16.0.2)
1167:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor16 (java.base@16.0.2)
1168:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor17 (java.base@16.0.2)
1169:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor18 (java.base@16.0.2)
1170:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor19 (java.base@16.0.2)
1171:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor2 (java.base@16.0.2)
1172:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor20 (java.base@16.0.2)
1173:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor21 (java.base@16.0.2)
1174:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor22 (java.base@16.0.2)
1175:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor23 (java.base@16.0.2)
1176:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor24 (java.base@16.0.2)
1177:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor25 (java.base@16.0.2)
1178:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor26 (java.base@16.0.2)
1179:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor27 (java.base@16.0.2)
1180:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor28 (java.base@16.0.2)
1181:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor29 (java.base@16.0.2)
1182:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor3 (java.base@16.0.2)
1183:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor30 (java.base@16.0.2)
1184:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor31 (java.base@16.0.2)
1185:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor32 (java.base@16.0.2)
1186:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor33 (java.base@16.0.2)
1187:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor34 (java.base@16.0.2)
1188:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor35 (java.base@16.0.2)
1189:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor36 (java.base@16.0.2)
1190:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor37 (java.base@16.0.2)
1191:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor38 (java.base@16.0.2)
1192:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor39 (java.base@16.0.2)
1193:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor4 (java.base@16.0.2)
1194:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor5 (java.base@16.0.2)
1195:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor6 (java.base@16.0.2)
1196:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor7 (java.base@16.0.2)
1197:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor8 (java.base@16.0.2)
1198:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor9 (java.base@16.0.2)
1199:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@16.0.2)
1200:             1             16  jdk.internal.util.Preconditions$1 (java.base@16.0.2)
1201:             1             16  jdk.jfr.FlightRecorderPermission$InternalAccess (jdk.jfr@16.0.2)
1202:             1             16  jdk.jfr.internal.JVM (jdk.jfr@16.0.2)
1203:             1             16  jdk.jfr.internal.SecuritySupport$Privileged (jdk.jfr@16.0.2)
1204:             1             16  jdk.jfr.internal.consumer.FileAccess$UnPrivileged (jdk.jfr@16.0.2)
1205:             1             16  jdk.management.jfr.SettingDescriptorInfo$1 (jdk.management.jfr@16.0.2)
1206:             1             16  jdk.net.ExtendedSocketOptions$PlatformSocketOptions (jdk.net@16.0.2)
1207:             1             16  ru.job4j.tracker.ConsoleInput
1208:             1             16  ru.job4j.tracker.ConsoleOutput
1209:             1             16  ru.job4j.tracker.CreateAction
1210:             1             16  ru.job4j.tracker.DeleteAction
1211:             1             16  ru.job4j.tracker.Exit
1212:             1             16  ru.job4j.tracker.FindAllAction
1213:             1             16  ru.job4j.tracker.FindByIdAction
1214:             1             16  ru.job4j.tracker.FindByNameAction
1215:             1             16  ru.job4j.tracker.ReplaceAction
1216:             1             16  ru.job4j.tracker.gc.StartUIGc
1217:             1             16  sun.management.ClassLoadingImpl (java.management@16.0.2)
1218:             1             16  sun.management.ManagementFactoryHelper$$Lambda$134/0x0000000800cb2e90 (java.management@16.0.2)
1219:             1             16  sun.management.ManagementFactoryHelper$$Lambda$135/0x0000000800cb30c8 (java.management@16.0.2)
1220:             1             16  sun.management.ManagementFactoryHelper$$Lambda$77/0x0000000800c366a0 (java.management@16.0.2)
1221:             1             16  sun.management.MappedMXBeanType$CompositeDataMXBeanType$1 (java.management@16.0.2)
1222:             1             16  sun.management.MappedMXBeanType$CompositeDataMXBeanType$2 (java.management@16.0.2)
1223:             1             16  sun.management.jmxremote.ConnectorBootstrap$PermanentExporter (jdk.management.agent@16.0.2)
1224:             1             16  sun.management.jmxremote.LocalRMIServerSocketFactory (jdk.management.agent@16.0.2)
1225:             1             16  sun.net.spi.DefaultProxySelector (java.base@16.0.2)
1226:             1             16  sun.net.www.protocol.file.Handler (java.base@16.0.2)
1227:             1             16  sun.net.www.protocol.jar.Handler (java.base@16.0.2)
1228:             1             16  sun.net.www.protocol.jrt.Handler (java.base@16.0.2)
1229:             1             16  sun.nio.ch.ExtendedSocketOption$1 (java.base@16.0.2)
1230:             1             16  sun.nio.ch.FileChannelImpl$1 (java.base@16.0.2)
1231:             1             16  sun.nio.ch.FileChannelImpl$2 (java.base@16.0.2)
1232:             1             16  sun.nio.ch.Net$1 (java.base@16.0.2)
1233:             1             16  sun.nio.ch.SocketDispatcher (java.base@16.0.2)
1234:             1             16  sun.nio.ch.Util$1 (java.base@16.0.2)
1235:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@16.0.2)
1236:             1             16  sun.nio.fs.WindowsFileSystemProvider (java.base@16.0.2)
1237:             1             16  sun.reflect.generics.tree.BottomSignature (java.base@16.0.2)
1238:             1             16  sun.reflect.generics.tree.LongSignature (java.base@16.0.2)
1239:             1             16  sun.reflect.generics.tree.TypeVariableSignature (java.base@16.0.2)
1240:             1             16  sun.reflect.generics.tree.VoidDescriptor (java.base@16.0.2)
1241:             1             16  sun.rmi.runtime.Log$$Lambda$94/0x0000000800c199b0 (java.rmi@16.0.2)
1242:             1             16  sun.rmi.runtime.Log$LoggerLogFactory (java.rmi@16.0.2)
1243:             1             16  sun.rmi.runtime.RuntimeUtil (java.rmi@16.0.2)
1244:             1             16  sun.rmi.runtime.RuntimeUtil$$Lambda$116/0x0000000800c8b550 (java.rmi@16.0.2)
1245:             1             16  sun.rmi.server.LoaderHandler$$Lambda$128/0x0000000800c9dfb0 (java.rmi@16.0.2)
1246:             1             16  sun.rmi.server.LoaderHandler$$Lambda$129/0x0000000800c9e1c8 (java.rmi@16.0.2)
1247:             1             16  sun.rmi.server.MarshalInputStream$$Lambda$125/0x0000000800c9a180 (java.rmi@16.0.2)
1248:             1             16  sun.rmi.server.UnicastRef (java.rmi@16.0.2)
1249:             1             16  sun.rmi.server.UnicastRef$$Lambda$97/0x0000000800c1ba68 (java.rmi@16.0.2)
1250:             1             16  sun.rmi.server.UnicastServerRef$$Lambda$100/0x0000000800c1c0b0 (java.rmi@16.0.2)
1251:             1             16  sun.rmi.server.UnicastServerRef$$Lambda$98/0x0000000800c1bc80 (java.rmi@16.0.2)
1252:             1             16  sun.rmi.server.UnicastServerRef$$Lambda$99/0x0000000800c1be98 (java.rmi@16.0.2)
1253:             1             16  sun.rmi.server.UnicastServerRef$HashToMethod_Maps (java.rmi@16.0.2)
1254:             1             16  sun.rmi.server.Util$$Lambda$93/0x0000000800c18d88 (java.rmi@16.0.2)
1255:             1             16  sun.rmi.server.Util$$Lambda$96/0x0000000800c1b850 (java.rmi@16.0.2)
1256:             1             16  sun.rmi.transport.DGCAckHandler$$Lambda$130/0x0000000800ca7a60 (java.rmi@16.0.2)
1257:             1             16  sun.rmi.transport.DGCImpl$$Lambda$113/0x0000000800c8aad8 (java.rmi@16.0.2)
1258:             1             16  sun.rmi.transport.DGCImpl$$Lambda$114/0x0000000800c8acf0 (java.rmi@16.0.2)
1259:             1             16  sun.rmi.transport.DGCImpl$$Lambda$115/0x0000000800c8af08 (java.rmi@16.0.2)
1260:             1             16  sun.rmi.transport.DGCImpl$$Lambda$117/0x0000000800c8d748 (java.rmi@16.0.2)
1261:             1             16  sun.rmi.transport.DGCImpl$1 (java.rmi@16.0.2)
1262:             1             16  sun.rmi.transport.DGCImpl$2$$Lambda$118/0x0000000800c8dd80 (java.rmi@16.0.2)
1263:             1             16  sun.rmi.transport.DGCImpl_Skel (java.rmi@16.0.2)
1264:             1             16  sun.rmi.transport.DGCImpl_Stub (java.rmi@16.0.2)
1265:             1             16  sun.rmi.transport.ObjectTable$$Lambda$112/0x0000000800c8a4a0 (java.rmi@16.0.2)
1266:             1             16  sun.rmi.transport.Transport$$Lambda$107/0x0000000800c85800 (java.rmi@16.0.2)
1267:             1             16  sun.rmi.transport.tcp.TCPChannel$$Lambda$120/0x0000000800c98088 (java.rmi@16.0.2)
1268:             1             16  sun.rmi.transport.tcp.TCPChannel$$Lambda$121/0x0000000800c982a0 (java.rmi@16.0.2)
1269:             1             16  sun.rmi.transport.tcp.TCPChannel$$Lambda$122/0x0000000800c984b8 (java.rmi@16.0.2)
1270:             1             16  sun.rmi.transport.tcp.TCPDirectSocketFactory (java.rmi@16.0.2)
1271:             1             16  sun.rmi.transport.tcp.TCPEndpoint$$Lambda$105/0x0000000800c84d38 (java.rmi@16.0.2)
1272:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$108/0x0000000800c85a18 (java.rmi@16.0.2)
1273:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$109/0x0000000800c85c30 (java.rmi@16.0.2)
1274:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$110/0x0000000800c85e48 (java.rmi@16.0.2)
1275:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda$111/0x0000000800c886e8 (java.rmi@16.0.2)
1276:             1             16  sun.rmi.transport.tcp.TCPTransport$1 (java.rmi@16.0.2)
1277:             1             16  sun.security.provider.AbstractDrbg$$Lambda$102/0x0000000800c801f8 (java.base@16.0.2)
1278:             1             16  sun.security.provider.AbstractDrbg$SeederHolder$$Lambda$103/0x0000000800c83d78 (java.base@16.0.2)
1279:             1             16  sun.security.provider.DRBG$$Lambda$101/0x0000000800c17508 (java.base@16.0.2)
1280:             1             16  sun.security.provider.NativeSeedGenerator (java.base@16.0.2)
1281:             1             16  sun.util.calendar.Gregorian (java.base@16.0.2)
1282:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@16.0.2)
1283:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@16.0.2)
1284:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarFieldValueNameGetter (java.base@16.0.2)
1285:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarFieldValueNamesMapGetter (java.base@16.0.2)
1286:             1             16  sun.util.locale.provider.CalendarNameProviderImpl$LengthBasedComparator (java.base@16.0.2)
1287:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@16.0.2)
1288:             1             16  sun.util.logging.internal.LoggingProviderImpl (java.logging@16.0.2)
1289:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@16.0.2)
1290:             1             16  sun.util.resources.LocaleData$SupplementaryStrategy (java.base@16.0.2)
1291:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@16.0.2)
Total        121985        7535264
